voiceID,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer
./PD_AH/AH_545643618-82A143AC-B643-4273-A923-C42A83AEEC5F.wav,157.9328401584956,5.835948188382639,18.171925135568674,0.004556460786087948,2.8844707304924805e-05,0.0021954336831804906,0.0024638025013693954,0.006586301049541472,0.06692030460761882,0.6059753432695119,0.03512699712612484,0.0450602173363847,0.05950468421692837,0.10538099137837452
